ID,Label,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_24_ACS_Total,T_24_ACS_White,T_24_ACS_Hispanic,T_24_ACS_Black,T_24_ACS_Asian,T_24_ACS_Native,T_24_ACS_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,X_20_KS_2020_StateHouse_contested_only_DRA_D,X_20_KS_2020_StateHouse_contested_only_DRA_R,X_20_KS_2020_StateHouse_contested_only_DRA_Tot,X_20_KS_2020_StateSenate_contested_only_DRA_D,X_20_KS_2020_StateSenate_contested_only_DRA_R,X_20_KS_2020_StateSenate_contested_only_DRA_Tot,X_22_2022_Age_by_Sex_Male_U5,X_22_2022_Age_by_Sex_Male_5_9,X_22_2022_Age_by_Sex_Male_10_14,X_22_2022_Age_by_Sex_Male_15_17,X_22_2022_Age_by_Sex_Male_18_19,X_22_2022_Age_by_Sex_Male_20,X_22_2022_Age_by_Sex_Male_21,X_22_2022_Age_by_Sex_Male_22_24,X_22_2022_Age_by_Sex_Male_25_29,X_22_2022_Age_by_Sex_Male_30_34,X_22_2022_Age_by_Sex_Male_35_39,X_22_2022_Age_by_Sex_Male_40_44,X_22_2022_Age_by_Sex_Male_45_49,X_22_2022_Age_by_Sex_Male_50_54,X_22_2022_Age_by_Sex_Male_55_59,X_22_2022_Age_by_Sex_Male_60_61,X_22_2022_Age_by_Sex_Male_62_64,X_22_2022_Age_by_Sex_Male_65_66,X_22_2022_Age_by_Sex_Male_67_69,X_22_2022_Age_by_Sex_Male_70_74,X_22_2022_Age_by_Sex_Male_75_79,X_22_2022_Age_by_Sex_Male_80_84,X_22_2022_Age_by_Sex_Male_O84,X_22_2022_Age_by_Sex_Female_U5,X_22_2022_Age_by_Sex_Female_5_9,X_22_2022_Age_by_Sex_Female_10_14,X_22_2022_Age_by_Sex_Female_15_17,X_22_2022_Age_by_Sex_Female_18_19,X_22_2022_Age_by_Sex_Female_20,X_22_2022_Age_by_Sex_Female_21,X_22_2022_Age_by_Sex_Female_22_24,X_22_2022_Age_by_Sex_Female_25_29,X_22_2022_Age_by_Sex_Female_30_34,X_22_2022_Age_by_Sex_Female_35_39,X_22_2022_Age_by_Sex_Female_40_44,X_22_2022_Age_by_Sex_Female_45_49,X_22_2022_Age_by_Sex_Female_50_54,X_22_2022_Age_by_Sex_Female_55_59,X_22_2022_Age_by_Sex_Female_60_61,X_22_2022_Age_by_Sex_Female_62_64,X_22_2022_Age_by_Sex_Female_65_66,X_22_2022_Age_by_Sex_Female_67_69,X_22_2022_Age_by_Sex_Female_70_74,X_22_2022_Age_by_Sex_Female_75_79,X_22_2022_Age_by_Sex_Female_80_84,X_22_2022_Age_by_Sex_Female_O84,X_22_2022_Education_NoHS,X_22_2022_Education_HS,X_22_2022_Education_SomeCol,X_22_2022_Education_Assoc,X_22_2022_Education_Bach,X_22_2022_Education_Master,X_22_2022_Education_Prof,X_22_2022_Education_Doc,X_22_2022_Income_Expanded_U10K,X_22_2022_Income_Expanded_U15K,X_22_2022_Income_Expanded_U20K,X_22_2022_Income_Expanded_U25K,X_22_2022_Income_Expanded_U30K,X_22_2022_Income_Expanded_U35K,X_22_2022_Income_Expanded_U40K,X_22_2022_Income_Expanded_U45K,X_22_2022_Income_Expanded_U50K,X_22_2022_Income_Expanded_U60K,X_22_2022_Income_Expanded_U75K,X_22_2022_Income_Expanded_U100K,X_22_2022_Income_Expanded_U125K,X_22_2022_Income_Expanded_U150K,X_22_2022_Income_Expanded_U200K,X_22_2022_Income_Expanded_O200K,X_22_Commissioner_of_Insurance_2022_D,X_22_Commissioner_of_Insurance_2022_R,X_22_Commissioner_of_Insurance_2022_Tot,X_22_KS_2022_Amendment_DRA_D,X_22_KS_2022_Amendment_DRA_R,X_22_KS_2022_Amendment_DRA_Tot,X_22_KS_2022_Q1_RulesRegs_DRA_D,X_22_KS_2022_Q1_RulesRegs_DRA_R,X_22_KS_2022_Q1_RulesRegs_DRA_Tot,X_22_KS_2022_Q2_Sheriff_DRA_D,X_22_KS_2022_Q2_Sheriff_DRA_R,X_22_KS_2022_Q2_Sheriff_DRA_Tot,X_22_KS_2022_StateHouse_contested_only_DRA_D,X_22_KS_2022_StateHouse_contested_only_DRA_R,X_22_KS_2022_StateHouse_contested_only_DRA_Tot,X_24_KS_2024_StateHouse_contested_only_DRA_D,X_24_KS_2024_StateHouse_contested_only_DRA_R,X_24_KS_2024_StateHouse_contested_only_DRA_Tot,X_24_KS_2024_StateSenate_contested_only_DRA_D,X_24_KS_2024_StateSenate_contested_only_DRA_R,X_24_KS_2024_StateSenate_contested_only_DRA_Tot,Persons Living Alone,Family Households with Persons Under 18,Owner Occupied Housing,Renter Occupied Housing,Total Persons in Group Quarters,Persons in nursing homes
56,56,23535,16678,2457,3193,610,1012,67,24954,17058,2750,3595,776,602,57,18373,13819,1506,2050,443,709,36,18760,14702,1346,2149,313,230,0,1597,173,0,0,10540,4827,4708,10373,4413,5502,9572,5691,3088,9490,4148,5342,9478,5372,3806,9415,4559,4856,10542,5271,4733,11662,6267,5061,11624,6269,4699,8841,4142,4447,8872,5660,3007,8795,5559,3236,8730,4383,4075,8750,4848,3529,11138,5984,4938,5780,5681,11490,5731,5756,11522,696,1071,785,528,305,102,203,616,945,617,559,976,565,562,770,363,275,242,277,709,560,352,221,794,689,529,752,315,163,231,517,840,480,875,697,743,670,680,538,497,247,604,777,680,503,564,1027,4577,4967,1086,3605,1495,245,361,535,275,374,495,842,462,539,583,611,888,635,1715,1220,658,620,552,3227,5454,8681,6027,2633,8661,4970,3428,8398,3469,4895,8363,14,33,46,5865,4844,10728,5346,5424,10787,3870,3172,5894,4517,401,174
57,57,23487,13518,5838,3150,228,1366,78,24581,14806,5868,3447,149,835,50,17858,11146,3796,2079,146,946,47,18214,11899,3341,2330,52,573,0,1844,29,198,0,6839,3429,2759,6741,3274,3102,6156,3849,1680,6097,3246,2851,6094,3745,2068,6089,3360,2729,6860,3728,2754,7761,4339,3215,7723,4305,2856,5503,2745,2527,5529,3649,1706,5480,3509,1971,5451,2912,2319,5442,3168,2010,7249,3831,3256,4706,2931,7650,4353,3304,7667,743,892,760,624,450,92,79,375,645,1099,727,674,696,739,753,406,336,233,444,637,282,107,219,468,990,621,306,458,56,154,626,849,994,685,783,603,499,877,417,392,209,248,683,221,117,408,2333,6312,3928,1142,1577,483,93,88,715,448,641,616,621,367,487,305,439,834,787,973,735,432,442,266,2422,2992,5413,3773,1617,5389,2934,2319,5257,2003,3273,5277,0,0,0,4134,2874,7013,3864,3137,7009,2975,3246,4965,3936,1890,264
58,58,23516,11054,6177,5488,339,1308,54,22622,10812,6134,5186,428,1010,62,17051,8951,3706,3624,233,925,37,15480,9244,2340,3324,181,214,0,2799,73,47,0,7671,4349,2666,7549,4120,3086,6858,4644,1649,6803,3911,2892,6805,4425,2142,6770,3968,2802,7640,4603,2679,8587,5389,2991,8537,5289,2686,5885,3140,2545,5931,4057,1700,5876,3988,1888,5839,3381,2285,5836,3614,1979,7753,4707,2891,5363,3055,8433,5441,3041,8498,725,928,834,434,322,102,265,525,978,454,803,617,588,548,745,205,490,206,284,396,227,78,104,867,805,948,429,380,217,140,362,692,707,912,568,658,725,681,568,639,252,406,348,343,184,254,1691,5859,3178,1492,1664,658,97,25,1009,475,468,317,463,511,410,622,731,1074,796,856,747,455,367,150,2810,3003,5813,4218,1583,5801,3211,2413,5624,2171,3457,5628,0,0,0,4759,2731,7493,4676,2911,7596,2829,3607,5154,3964,91,0
59,59,22916,20020,1057,630,192,935,27,22879,20335,1047,665,197,580,25,17604,15631,709,392,138,674,17,17463,16152,678,256,26,366,5,102,13,105,5,9629,2541,6304,9528,2390,6530,8184,3323,4147,8074,2574,5500,8078,2582,5199,7980,2801,5179,9516,2871,6175,10914,3257,7386,10831,3250,6832,8336,2212,5845,8352,3385,4679,8278,3342,4936,8243,2339,5595,8228,2544,5232,11139,3253,7661,2729,7979,10708,2944,7738,10682,627,911,648,420,350,227,115,341,673,696,652,791,650,740,906,306,460,304,406,532,296,118,227,544,794,784,522,394,129,137,364,699,679,618,641,570,789,974,301,394,238,509,376,353,218,329,1311,5617,3472,1297,2292,1281,178,40,304,340,349,454,234,402,302,402,577,655,879,1166,1115,744,793,256,2299,5900,8199,4323,3414,7737,3648,4263,7911,2582,5386,7968,2937,5344,8281,3030,7895,10925,2602,5406,8008,2466,2982,6199,2834,471,59
60,60,22790,15405,5158,854,648,773,25,22896,14996,5939,895,888,698,0,17962,12803,3430,606,498,572,18,16521,12627,2674,615,330,311,0,344,176,42,0,8235,3472,4004,8260,2793,5048,7364,4169,2342,7277,3396,3881,7296,3845,3163,7207,3429,3778,8322,3833,4029,9456,4605,4572,9425,4645,4244,6652,2751,3685,6711,3938,2556,6609,3787,2822,6538,2975,3338,6551,3216,2936,8823,4198,4435,3463,4923,8382,3391,5917,9300,523,680,665,370,493,751,173,905,871,726,787,492,434,548,502,370,331,204,274,442,269,141,117,730,807,602,486,732,541,461,1075,637,672,722,534,604,508,493,165,495,239,222,482,347,164,377,1564,4188,2673,917,2084,1332,156,187,575,500,580,493,482,642,456,446,635,647,1147,1501,633,298,270,385,2679,3855,6534,4795,2446,7236,3763,3143,6903,2443,4513,6951,3020,3713,6732,3572,4954,8524,4239,4688,8921,3257,2931,5207,4252,1212,192
61,61,23108,18332,1729,858,365,1939,79,23024,19263,1875,356,427,1013,34,16689,13764,976,509,220,1217,46,16170,14301,806,237,98,628,10,189,51,410,10,9032,2084,6306,9009,1760,6851,8294,2930,4434,8209,2141,6068,8190,2594,5275,8125,2137,5988,9274,2492,6385,10871,3020,7583,10839,3089,7169,8399,1719,6423,8432,3077,4905,8348,3006,5342,8296,1964,6041,8289,2357,5583,10961,2895,7862,0,0,0,3238,7534,10774,722,812,923,450,297,121,374,583,725,756,888,703,449,500,749,227,511,217,424,451,293,167,92,836,768,997,577,352,105,236,600,855,629,798,711,581,582,557,205,471,215,370,430,391,165,242,869,4961,3159,1235,2612,1104,132,247,364,403,233,284,388,447,451,306,336,848,1101,1185,792,569,541,402,1920,7075,8995,3384,4371,7753,3487,4485,7973,2496,5529,8026,25,35,62,351,718,1075,2249,5841,8094,2453,3035,5627,2961,441,219
62,62,23099,20342,682,397,186,1521,61,23032,20182,758,519,147,1418,7,17300,15565,377,217,110,980,44,16990,15571,309,270,57,793,3,217,57,501,3,10796,1916,8259,10823,1741,8658,9482,3079,5243,9370,1955,7415,9351,2667,6421,9283,2070,7213,10583,2207,7984,12045,2430,9369,11995,2723,8697,9427,1442,7720,9450,2984,5634,9346,2723,6623,9228,1707,7254,9234,2156,6622,11696,2312,9185,0,0,0,3141,8649,11786,786,817,1049,567,279,111,138,360,581,620,565,757,569,711,734,288,646,239,477,542,412,132,300,728,872,872,441,210,184,57,303,571,625,586,745,546,651,635,411,552,355,304,574,369,341,498,988,5850,3297,1682,2520,846,193,55,310,348,311,401,538,316,367,459,358,685,973,1252,913,640,640,443,1503,7723,9226,2906,5267,8175,3489,5034,8520,2326,6420,8744,0,0,0,0,0,0,0,0,0,2680,2876,7000,2148,389,304
63,63,23858,20539,787,1530,223,640,71,23711,20659,868,1515,169,458,74,18605,16292,567,1024,165,461,42,18393,16581,509,856,71,304,11,690,41,23,11,9953,2576,6655,9809,2519,6833,8071,3196,4257,7899,2660,5239,7968,2585,5114,7934,2664,5270,9646,2838,6411,11149,3045,7882,11061,3106,7215,8124,1818,6095,8124,2833,4702,8068,2767,5301,7982,2031,5696,8037,2213,5487,10832,2827,7810,0,0,0,2915,7992,10907,591,841,678,531,753,346,243,507,669,550,591,628,662,625,727,478,407,320,537,347,316,286,160,618,662,708,492,904,373,121,485,643,579,699,593,556,695,932,274,413,261,347,549,430,250,433,1060,5860,3691,1192,1874,963,173,144,492,335,509,468,402,336,320,485,305,749,869,1081,1005,592,379,248,1905,5988,7893,3312,3939,7251,3262,4265,7527,2266,5451,7717,0,0,0,0,0,0,0,0,0,2810,2859,6266,2785,2077,242
64,64,23186,18671,1831,1565,599,537,58,22227,18493,1652,1129,371,278,91,18757,15026,1514,1331,492,376,33,17423,14679,1299,943,221,220,5,916,203,88,5,8768,1788,6386,8793,1243,7177,7602,2607,4094,7506,1711,5795,7494,2127,5084,7422,1694,5728,8613,2008,6247,9673,2299,7122,9631,2399,6729,7450,1276,5954,7462,2528,4639,7403,2456,4947,7382,1505,5648,7403,1693,5426,9416,2161,7046,1847,5805,7652,2652,5134,7784,532,545,597,288,392,521,1120,1439,1061,655,574,512,559,621,482,240,394,225,291,586,379,112,163,720,527,789,298,151,136,102,398,450,450,601,425,432,474,684,341,314,271,236,552,387,352,438,438,4119,3455,1382,2618,923,115,224,207,293,285,443,208,287,451,332,281,707,826,1017,595,539,571,412,1509,6844,8353,3037,3650,6681,3010,3967,6973,2403,4574,6972,1615,5566,7176,26,53,74,1103,2903,4002,1996,2445,5735,1856,4717,208
65,65,23511,12708,3591,5360,1440,869,461,22198,12555,3655,4193,1327,740,579,16264,9228,2203,3474,933,525,274,14056,8813,2002,2195,561,252,149,1914,316,69,149,4986,1918,2731,4962,1545,3200,4181,1924,1806,4148,1721,2427,4159,1894,2134,4118,1800,2318,5167,2102,2821,6526,2805,3536,6469,2778,3233,4088,1447,2502,4104,2154,1818,4052,1958,2094,4056,1589,2320,4032,1678,2125,6342,2634,3566,1159,1961,3128,2480,3679,6161,1339,1216,781,532,218,262,172,805,1198,1247,888,557,494,405,351,151,250,133,137,250,82,96,236,1648,1310,770,384,171,217,83,780,1197,1030,904,411,409,560,301,147,239,182,190,268,255,152,116,893,3186,4080,1827,1685,1031,61,45,594,398,379,181,519,390,413,458,334,599,1226,1418,614,431,598,295,1499,2525,4024,2326,1389,3714,1811,2211,4014,1188,2881,4061,178,317,496,2655,3741,6391,2687,3693,6372,2051,3845,3731,4938,91,91
66,66,24145,17768,2179,1831,1692,587,165,24899,19715,1468,1611,1795,437,83,21683,16414,1765,1344,1529,464,114,21497,18538,975,928,692,232,4,768,363,20,4,5926,3184,2065,5866,2602,2909,5123,3456,1151,5039,3087,1952,5064,3261,1556,4991,3090,1901,5814,3382,2077,6462,4017,2213,6477,3969,2171,4037,2375,1552,4046,2907,1027,4012,2870,1142,3993,2508,1369,3986,2600,1242,5887,3588,2150,111,68,178,4194,2187,6379,465,160,458,155,2365,1543,1989,2002,1169,780,659,247,250,252,267,92,127,36,178,146,75,86,65,259,308,360,251,2573,1344,1071,1862,888,735,388,159,304,235,314,126,79,94,111,366,155,66,220,656,1237,2184,438,2098,1030,163,879,1104,778,685,859,527,588,477,418,388,980,785,839,414,202,162,152,2381,1554,3935,3507,1040,4548,2842,1618,4462,2391,2050,4442,64,50,116,401,360,756,3846,2444,6294,3547,1650,2064,6565,6333,216
67,67,23696,17644,1961,1881,1696,589,83,24042,17774,1868,2075,1581,523,101,18656,14303,1359,1294,1216,462,53,18585,14707,1352,1470,681,186,87,1246,573,30,87,9380,4132,4383,9497,3045,6091,9014,5237,2920,8869,4014,4855,8909,4640,3986,8795,4116,4679,9876,4679,4736,11219,5816,5088,11286,5827,5046,8745,3815,4746,8765,5327,3246,8685,5284,3401,8675,4132,4337,8677,4471,3912,11087,5699,5095,5330,5795,11127,6473,4713,11189,551,838,677,368,222,256,359,879,1079,825,837,629,688,685,701,250,317,169,493,436,271,51,244,475,465,563,453,258,492,579,683,740,729,915,848,588,604,634,289,389,225,267,433,241,130,254,305,1690,2836,1106,4604,2654,590,1153,597,272,404,340,189,219,101,177,386,753,952,1249,993,751,1083,1310,3751,4854,8605,5540,2564,8104,4848,3364,8213,4098,4079,8175,4089,4536,8623,5087,5639,10728,5437,5526,10962,3088,2934,5234,4881,203,80
68,68,23694,15368,3257,3375,1049,849,349,25383,15564,3813,4425,1605,970,185,17627,11811,2143,2292,774,618,237,18150,12105,2051,2731,627,405,40,2470,532,43,40,5852,1640,3794,5830,1225,4308,4864,1928,2360,4790,1471,3319,4797,1729,2893,4747,1469,3278,5774,1763,3747,6848,2223,4429,6807,2346,4058,4775,1214,3401,4797,2149,2459,4738,1975,2763,4716,1365,3162,4709,1547,2945,6563,2092,4341,1017,3699,4707,1464,2466,3928,1230,995,884,242,524,524,341,1553,1759,960,977,538,353,489,536,130,256,178,190,307,151,111,203,992,578,696,310,184,243,260,999,1256,878,661,600,321,333,436,211,323,241,265,335,234,188,195,703,3969,3379,1719,2506,1061,212,104,525,305,432,402,586,398,694,458,613,940,1040,1150,792,370,345,172,1263,3434,4697,2211,1840,4053,2042,2258,4311,1514,2819,4343,1346,2884,4232,1964,4144,6118,2002,4114,6126,2365,3339,4288,4727,1099,50
69,69,24131,17532,3770,1297,944,756,75,24012,17413,3702,1674,1021,317,154,18142,13927,2290,753,671,546,45,17422,13935,1723,835,734,133,0,679,605,6,0,9321,2588,5913,9260,2177,6335,7673,3384,3522,7624,2523,5101,7607,2866,4422,7563,2512,5051,9081,2937,5647,10396,3402,6754,10356,3643,6223,7302,1953,5076,7346,3331,3760,7269,3056,4213,7258,2142,4867,7297,2106,4955,9749,3156,6424,2355,3278,5634,0,0,0,722,931,832,298,359,485,185,210,608,769,677,815,611,653,762,343,494,409,491,219,313,214,135,553,791,1038,441,497,42,183,302,707,773,519,1079,599,589,917,385,585,245,297,590,280,312,237,908,5373,4149,1552,2566,950,107,88,325,475,260,528,371,455,708,289,213,807,1227,1412,1197,449,539,249,2010,5191,7201,4123,3158,7279,3312,3971,7286,2383,4856,7249,2213,4128,6342,1546,2326,3873,2600,5329,7924,2611,3343,6569,2883,652,58
70,70,22912,20674,1054,340,177,568,41,22784,20248,1294,549,305,526,70,17658,16258,627,172,113,404,23,17511,16081,804,227,79,248,5,21,18,35,5,10491,2090,7679,10468,1642,8186,8692,3005,4779,8605,2107,6498,8607,2488,5788,8551,2094,6457,10310,2392,7458,11789,2639,8957,11719,2852,8261,8848,1621,6951,8888,3146,5398,8794,2818,5976,8803,1819,6751,8807,1948,6557,11463,2540,8743,2601,8335,10936,0,0,0,606,817,776,544,262,131,101,417,623,662,734,704,588,696,903,385,514,371,402,629,354,313,293,624,571,876,553,244,134,31,306,537,720,710,613,561,708,757,304,542,384,299,674,500,455,326,1127,5198,4293,1673,2784,847,143,143,383,365,335,589,371,351,420,447,530,896,1266,1430,793,656,526,419,1560,6247,7807,3709,4466,8177,3557,4767,8325,2556,5819,8376,16,54,70,0,0,0,2308,6096,8406,2969,2857,7084,2568,288,266
71,71,24005,19360,2085,1371,569,745,53,23663,19805,2377,819,485,395,41,18894,15859,1242,864,374,525,23,18281,16146,1239,426,176,130,0,342,97,32,0,10541,3105,6570,10472,2386,7369,8968,4031,4119,8925,2917,6008,8898,3369,5205,8843,2934,5909,10381,3424,6439,11749,4037,7424,11740,4219,7043,8635,2347,5975,8698,3964,4489,8591,3789,4802,8559,2598,5689,8598,2630,5695,11236,3836,7200,3529,7569,11097,0,0,0,816,861,431,440,482,288,72,465,877,638,925,494,759,749,926,423,384,323,203,792,300,322,251,721,637,698,483,224,74,97,404,708,542,732,506,743,823,591,545,411,275,496,727,440,253,687,1146,3854,4248,1796,3447,1382,619,333,659,640,316,432,470,306,517,526,322,955,916,1290,1027,422,871,501,2439,6054,8493,4453,3704,8154,3677,4157,7836,2694,5105,7793,276,479,754,2409,3159,5570,3974,7602,11582,3519,2956,6435,3790,857,467
72,72,23363,17802,3559,901,291,906,31,22746,17567,3755,810,110,999,0,17676,14085,2264,543,181,637,15,17137,14232,2099,393,88,330,0,313,45,51,0,9978,3247,5949,9938,2831,6504,9212,4178,4050,9038,3437,5601,9091,4039,4731,9007,3651,5356,10231,3803,5924,11700,4474,6964,11652,4583,6468,8417,2797,5360,8491,4014,4172,8358,3711,4647,8337,2925,5170,8362,3222,4797,10644,4022,6434,4311,5758,10072,127,576,703,733,730,755,508,263,243,152,384,845,776,781,551,619,777,709,384,471,225,443,401,513,293,150,694,772,665,497,276,84,170,221,661,723,470,912,600,800,726,325,626,346,453,525,333,327,345,1347,4328,4142,1844,3202,870,225,121,199,308,238,337,570,423,212,414,481,536,1247,1475,824,712,660,412,2772,5409,8181,4373,3834,8211,3765,4203,7968,2733,5231,7962,0,0,0,3614,6738,10353,3959,6498,10456,2703,3127,6269,2991,498,289
73,73,23632,20384,1420,733,344,666,44,23938,20999,1514,751,515,311,161,18440,16161,939,518,230,471,37,18335,16616,755,411,242,209,0,348,101,0,0,10011,2667,6566,10024,2094,7438,8808,3611,4404,8607,2580,6027,8713,3174,5296,8640,2626,6014,9990,2987,6544,11319,3449,7600,11261,3623,7160,8665,2156,6291,8579,3389,4901,8587,3307,5280,8573,2392,5958,8605,2424,5955,10977,3347,7418,0,0,0,0,0,0,583,836,661,464,593,224,336,644,798,652,694,779,527,691,902,277,410,417,464,350,323,101,315,581,590,842,509,442,124,165,629,624,692,720,763,695,558,837,242,461,317,369,506,372,240,513,1004,3780,3773,1804,3383,1149,244,377,600,230,295,417,411,325,385,484,213,796,917,1592,1143,685,767,463,2190,5729,7919,4102,4167,8269,3370,4595,7965,2578,5581,8159,0,0,0,0,0,0,0,0,0,2738,2866,6567,2700,1668,418
74,74,22927,20595,974,512,212,567,22,22777,20456,813,643,456,413,8,17726,16206,580,340,141,392,14,17211,16009,394,332,275,194,4,259,229,15,4,10312,3025,6470,10331,2332,7538,9207,3975,4299,9044,2768,6276,9078,3551,5258,9008,2965,6043,10350,3312,6616,11573,3775,7519,11573,3950,7186,9070,2418,6427,9092,3804,4974,9010,3589,5421,8968,2609,6141,8970,2866,5834,11217,3594,7386,781,521,1299,0,0,0,612,621,933,350,551,195,140,329,438,595,678,605,636,503,553,403,401,335,412,500,381,273,335,530,880,781,527,557,254,152,304,433,573,537,674,501,597,763,299,338,276,253,711,458,430,850,1305,3875,3412,1392,3178,1330,142,221,329,267,277,336,285,256,294,360,275,1150,924,1324,1125,543,657,285,2370,6448,8818,3893,4538,8428,3825,4683,8508,3692,5497,9191,0,0,0,3234,7791,11025,2211,3912,6124,2361,2740,6713,2136,1358,613
75,75,23998,20200,1238,1266,211,1006,52,23594,20023,1237,1180,450,585,7,18662,15852,869,1030,146,697,33,18220,15878,748,919,231,375,0,837,64,100,0,9432,2257,6548,9388,1995,6778,8145,2965,4372,8019,2267,5752,8043,2782,4970,7977,2380,5597,9443,2572,6407,10730,2913,7602,10707,3056,7113,7920,1844,5828,7942,2940,4718,7881,2703,5178,7888,1987,5648,7899,2271,5339,10414,2747,7458,2547,7998,10546,301,1264,1566,792,785,722,379,370,170,232,653,931,917,1196,714,706,668,734,410,535,379,341,436,333,175,146,731,620,743,502,411,248,182,382,604,750,514,522,737,674,830,407,500,296,260,543,241,274,305,1360,5209,3902,1713,2814,993,102,76,349,357,312,327,346,365,571,370,528,822,788,1414,987,676,431,303,1949,5836,7785,3592,3867,7456,3068,4362,7430,2163,5348,7508,44,141,182,51,174,228,259,1301,1561,2477,3004,6150,2653,2206,108
76,76,23181,20480,1478,272,202,653,31,23152,20634,1463,321,264,604,9,17738,15989,901,124,137,470,15,17393,16209,683,170,106,301,0,100,67,18,0,10751,2460,7494,10749,2145,7941,9383,3487,4639,9311,2333,6978,9271,3167,5708,9211,2488,6723,10635,2748,7358,12047,3075,8685,11973,3281,7949,9171,1809,7061,9204,3375,5450,9095,3202,5893,9060,2133,6584,9087,2533,6114,11697,2853,8578,466,1486,1955,1993,5387,7379,748,749,871,567,264,78,135,456,572,605,705,712,641,732,844,333,596,355,585,515,432,247,184,582,782,716,459,234,108,98,424,682,642,624,579,589,748,851,382,559,389,433,611,405,274,312,1367,5522,4098,1491,2340,1087,131,53,259,323,308,337,585,308,359,466,384,904,1009,1316,1286,641,490,503,1755,6838,8593,4296,3928,8208,3943,4593,8525,2479,6135,8606,2386,6540,8922,90,325,418,1997,5171,7170,2619,2969,7304,2220,203,120
77,77,24094,20762,1151,412,512,1152,36,23860,21211,1232,554,412,628,8,17722,15649,633,183,332,799,26,17699,16400,622,241,103,321,0,123,76,120,0,10107,2333,7062,10054,2100,7221,8704,3075,4686,8584,2418,6166,8604,2893,5347,8548,2524,6024,10171,2745,6900,11842,3209,8367,11780,3367,7809,8560,2157,6140,8588,3227,5030,8509,3033,5476,8493,2238,6006,8508,2539,5666,11779,3258,8273,306,678,982,2888,7520,10408,620,695,887,591,327,74,161,425,535,777,701,589,834,770,983,267,501,224,394,490,305,113,215,506,713,820,705,246,188,243,402,576,819,627,750,685,832,770,286,529,611,277,449,382,209,386,725,4373,3807,2027,3056,1491,206,158,201,283,258,428,388,187,215,290,410,600,1112,1257,986,932,896,564,2132,6266,8398,3822,3965,7786,3371,4645,8019,2388,5663,8056,88,182,269,136,270,407,2889,8591,11480,2108,3367,6812,2248,210,159
78,78,23056,18033,1790,1443,1151,610,30,22835,17370,2073,939,1662,235,2,16341,13159,1052,875,765,406,16,16259,13248,1101,660,1161,105,0,619,1053,0,0,11427,4161,6086,11214,3708,6799,10215,4841,4515,10135,4515,5620,10186,4101,5738,10071,4460,5611,11577,4905,6045,13248,6231,6693,13235,5972,6561,9550,4204,5046,9581,5078,4270,9511,5159,4352,9492,4189,5079,9469,4196,4655,12992,6262,6496,6011,7077,13101,5775,7340,13137,708,1052,1039,579,307,84,89,467,686,932,879,890,688,811,640,245,245,225,274,473,249,133,80,814,879,1035,769,401,90,61,201,652,784,723,940,1000,685,677,188,326,239,291,355,215,76,61,367,1682,3058,1348,4985,2217,349,654,77,21,95,26,46,128,156,108,185,247,560,889,1307,769,1494,1398,4146,5232,9378,6320,3766,10085,5061,4747,9806,4037,5729,9769,4645,5267,9927,5900,6919,12819,6236,6869,13107,824,3512,6898,514,5,0
